"Job","Skills"
"ML Engineer 1344","Computer Vision, PyTorch, Python, Keras, TensorFlow"
"ML Engineer 1345","Cloud, PyTorch, Keras, Python, MLOps, Computer Vision"
"Software Engineer 1366","REST APIs, Spring Boot, Docker"
"Software Engineer 1367","Docker, System Design, Spring Boot, Java"
"Data Analyst 988","SQL, Power BI, Tableau, Excel, Data Cleaning, Reporting"
"ML Engineer 1346","TensorFlow, PyTorch, Computer Vision, Cloud, MLOps, Keras"
"ML Engineer 1347","TensorFlow, Python, Keras, PyTorch, Cloud, MLOps"
"ML Engineer 1348","Keras, Cloud, PyTorch, Python"
"Data Analyst 989","Data Cleaning, Tableau, Excel, Power BI"
"Data Scientist 1477","Python, Machine Learning, NLP, Statistics, Pandas"
"Software Engineer 1368","Git, Java, Docker, Agile, REST APIs, Spring Boot, System Design"
"Software Engineer 1369","Agile, Docker, REST APIs, Git"
"Software Engineer 1370","Docker, Spring Boot, System Design, REST APIs, Agile, Java"
"Data Analyst 990","Power BI, Tableau, SQL, Data Cleaning"
"Data Scientist 1478","Python, Statistics, Deep Learning, Machine Learning, Pandas, SQL, NLP"
"Software Engineer 1371","REST APIs, Docker, Spring Boot, Java, Agile"
"ML Engineer 1349","Python, Keras, PyTorch, TensorFlow, Computer Vision, MLOps, Cloud"
"ML Engineer 1350","Keras, MLOps, Computer Vision, Cloud"
"Software Engineer 1372","Spring Boot, REST APIs, Git, Agile"
"Data Scientist 1479","SQL, Python, Machine Learning, NLP, Pandas, Statistics, Deep Learning"
"ML Engineer 1351","Python, Computer Vision, TensorFlow"
"Software Engineer 1373","Agile, Spring Boot, Java, REST APIs, System Design"
"Software Engineer 1374","System Design, Git, REST APIs, Java, Agile, Spring Boot, Docker"
"Data Scientist 1480","Python, Statistics, Deep Learning, NLP, Machine Learning, Pandas, SQL"
"ML Engineer 1352","Python, PyTorch, MLOps, Keras, Cloud, TensorFlow"
"Software Engineer 1375","Java, REST APIs, Docker, Agile, Git"
"Data Scientist 1481","NLP, SQL, Statistics, Machine Learning, Deep Learning"
"Data Scientist 1482","Machine Learning, Statistics, Python"
"Data Scientist 1483","Deep Learning, NLP, Python, Statistics, Pandas, Machine Learning"
"Software Engineer 1376","Git, System Design, Spring Boot, Agile"
"Software Engineer 1377","REST APIs, Docker, System Design, Spring Boot, Agile, Git, Java"
"ML Engineer 1353","MLOps, Keras, TensorFlow, PyTorch, Cloud, Computer Vision"
"Software Engineer 1378","System Design, REST APIs, Agile, Java, Docker, Spring Boot, Git"
"Data Analyst 991","SQL, Power BI, Excel, Data Cleaning, Tableau"
"ML Engineer 1354","Computer Vision, Keras, Cloud, PyTorch, Python, TensorFlow, MLOps"
"Software Engineer 1379","Git, Agile, System Design, REST APIs, Spring Boot, Java, Docker"
"Data Scientist 1484","Pandas, Statistics, NLP, Machine Learning, SQL, Python"
"ML Engineer 1355","Computer Vision, TensorFlow, Cloud, MLOps, PyTorch, Python"
"Data Analyst 992","Excel, SQL, Tableau, Reporting, Data Cleaning, Power BI"
"Software Engineer 1380","REST APIs, Spring Boot, Git, Docker, Java"
"ML Engineer 1356","Python, Computer Vision, Cloud, PyTorch, MLOps, TensorFlow, Keras"
"Software Engineer 1381","Spring Boot, Docker, System Design, Git, Java, Agile, REST APIs"
"Data Scientist 1485","Deep Learning, Pandas, Machine Learning, NLP, Statistics, Python"
"Data Scientist 1486","Machine Learning, Pandas, SQL"
"ML Engineer 1357","PyTorch, MLOps, Python, Keras, Cloud, Computer Vision"
"Software Engineer 1382","Java, Docker, Spring Boot, Git, Agile, REST APIs"
"Data Scientist 1487","Pandas, Machine Learning, Python, Deep Learning, Statistics, NLP"
"Data Scientist 1488","NLP, Machine Learning, Deep Learning"
"Software Engineer 1383","System Design, Docker, Java, Agile"
"Software Engineer 1384","Java, REST APIs, System Design, Docker, Spring Boot, Agile, Git"
"Software Engineer 1385","Git, System Design, Spring Boot, Agile, Java, Docker, REST APIs"
"Data Analyst 993","Excel, Data Cleaning, SQL, Reporting, Power BI"
"Data Analyst 994","Excel, Power BI, Data Cleaning, Reporting, SQL, Tableau"
"Software Engineer 1386","Agile, REST APIs, Java, Spring Boot"
"Data Scientist 1489","SQL, Deep Learning, Machine Learning, Pandas, NLP, Statistics"
"Software Engineer 1387","Java, REST APIs, Docker"
"Data Analyst 995","Power BI, Excel, Reporting, Tableau, Data Cleaning"
"Data Analyst 996","Data Cleaning, Reporting, Tableau, SQL, Excel, Power BI"
"ML Engineer 1358","Keras, MLOps, Cloud, PyTorch"
"Software Engineer 1388","Spring Boot, Java, System Design, REST APIs, Agile, Git"
"ML Engineer 1359","TensorFlow, Cloud, Keras"
"Software Engineer 1389","Git, Spring Boot, Agile, REST APIs, Java"
"ML Engineer 1360","PyTorch, MLOps, Keras, TensorFlow, Computer Vision"
"ML Engineer 1361","Python, Keras, PyTorch, MLOps, Cloud"
"Data Analyst 997","Reporting, Excel, Power BI, SQL, Data Cleaning, Tableau"
"Software Engineer 1390","System Design, Java, Spring Boot, Agile"
"Data Scientist 1490","SQL, NLP, Statistics"
"Data Scientist 1491","NLP, Python, Pandas, SQL, Machine Learning, Statistics"
"ML Engineer 1362","Python, Cloud, Keras"
"Software Engineer 1391","Git, Docker, Agile, REST APIs"
"Data Scientist 1492","Deep Learning, SQL, Machine Learning, NLP, Statistics, Pandas, Python"
"Data Scientist 1493","NLP, Deep Learning, Machine Learning, Statistics, Python"
"ML Engineer 1363","Keras, TensorFlow, Python, MLOps, PyTorch, Computer Vision, Cloud"
"Data Scientist 1494","Statistics, Python, NLP, SQL, Machine Learning, Deep Learning, Pandas"
"ML Engineer 1364","Computer Vision, Cloud, Keras, Python, PyTorch, MLOps, TensorFlow"
"Software Engineer 1392","Git, Docker, Java, System Design, Spring Boot, REST APIs"
"ML Engineer 1365","Computer Vision, TensorFlow, Keras, Python, MLOps, Cloud, PyTorch"
"ML Engineer 1366","TensorFlow, PyTorch, Computer Vision, Keras, Python"
"Data Analyst 998","SQL, Excel, Tableau, Power BI, Data Cleaning"
"ML Engineer 1367","TensorFlow, Keras, Cloud, PyTorch, MLOps, Computer Vision"
"Software Engineer 1393","Docker, Java, REST APIs, System Design, Git, Agile, Spring Boot"
"Data Scientist 1495","Python, Pandas, Statistics, Deep Learning, Machine Learning, SQL, NLP"
"ML Engineer 1368","Python, PyTorch, Keras, TensorFlow, Computer Vision"
"Data Scientist 1496","NLP, Statistics, SQL, Python"
"ML Engineer 1369","Cloud, Python, Computer Vision, TensorFlow, PyTorch"
"Software Engineer 1394","Spring Boot, Agile, REST APIs, Java, System Design, Docker"
"Software Engineer 1395","Docker, Git, Java, REST APIs, Spring Boot, System Design, Agile"
"Software Engineer 1396","Docker, Git, Spring Boot, Java, REST APIs, System Design, Agile"
"Data Analyst 999","SQL, Power BI, Tableau, Reporting, Data Cleaning, Excel"
"Data Scientist 1497","Pandas, Machine Learning, Python, SQL, NLP, Statistics"
"Data Scientist 1498","Pandas, SQL, Python, NLP"
"Data Scientist 1499","SQL, Deep Learning, NLP, Python, Machine Learning, Statistics"
"Data Scientist 1500","Pandas, NLP, Deep Learning, Statistics, Machine Learning"
"ML Engineer 1370","PyTorch, Keras, Computer Vision, Python, Cloud, MLOps"
"Software Engineer 1397","REST APIs, Git, Java, System Design, Docker, Spring Boot, Agile"
"Data Analyst 1000","SQL, Data Cleaning, Excel, Power BI, Reporting, Tableau"
"Software Engineer 1398","Git, Docker, Java, Agile, Spring Boot, System Design, REST APIs"
"Software Engineer 1399","Agile, Docker, System Design, Git, Java, REST APIs"
"Data Analyst 1001","Excel, Data Cleaning, Tableau, SQL, Power BI, Reporting"
"Data Scientist 1501","Machine Learning, NLP, Statistics, Deep Learning, Python, Pandas, SQL"
"Software Engineer 1400","Java, Agile, System Design"
"ML Engineer 1371","MLOps, PyTorch, Keras, Computer Vision, TensorFlow, Python"
"Software Engineer 1401","Docker, Git, REST APIs, Spring Boot, System Design, Java"
"ML Engineer 1372","Computer Vision, Cloud, PyTorch, Python"
"Data Analyst 1002","Power BI, Tableau, Reporting, Excel, Data Cleaning"
"Data Scientist 1502","Deep Learning, Statistics, Machine Learning, SQL, Python, Pandas, NLP"
"Data Scientist 1503","Deep Learning, Python, SQL, Pandas, NLP"
"ML Engineer 1373","Cloud, TensorFlow, Computer Vision, Keras"
"ML Engineer 1374","TensorFlow, PyTorch, Keras, Cloud, MLOps"
"ML Engineer 1375","Python, Keras, TensorFlow, Cloud, Computer Vision, MLOps"
"ML Engineer 1376","Keras, TensorFlow, Python, MLOps, PyTorch"
"Data Scientist 1504","Pandas, Statistics, Deep Learning, Machine Learning, SQL, Python"
"Software Engineer 1402","Docker, Spring Boot, Git, REST APIs"
"ML Engineer 1377","Keras, Cloud, PyTorch, Python, Computer Vision, TensorFlow, MLOps"
"Software Engineer 1403","Agile, Spring Boot, System Design, Java, Docker"
"Data Scientist 1505","Pandas, Statistics, NLP, SQL, Deep Learning"
"ML Engineer 1378","Computer Vision, MLOps, Keras, PyTorch, Python, TensorFlow"
"Software Engineer 1404","REST APIs, Agile, Docker"
"Data Analyst 1003","Reporting, Excel, SQL, Power BI, Data Cleaning"
"ML Engineer 1379","Cloud, Python, Keras"
"Software Engineer 1405","Docker, Git, Spring Boot, REST APIs, Agile"
"Data Analyst 1004","Data Cleaning, Excel, SQL, Power BI, Tableau"
"Software Engineer 1406","Java, Git, Docker, REST APIs, Agile"
"Data Analyst 1005","Power BI, Excel, Tableau, Reporting, SQL, Data Cleaning"
"Data Scientist 1506","NLP, Statistics, Pandas, Machine Learning, Deep Learning, SQL"
"Data Scientist 1507","SQL, Python, Statistics, NLP, Machine Learning, Pandas, Deep Learning"
"Software Engineer 1407","REST APIs, Git, Docker, System Design, Spring Boot, Java"
"Software Engineer 1408","REST APIs, Spring Boot, Git, Docker"
"Software Engineer 1409","Java, Agile, Git, REST APIs, Spring Boot"
"Data Scientist 1508","NLP, Pandas, Deep Learning, Python, Statistics, Machine Learning"
"ML Engineer 1380","Keras, Computer Vision, MLOps, Cloud"
"Data Scientist 1509","Python, Machine Learning, NLP, SQL, Pandas, Statistics, Deep Learning"
"ML Engineer 1381","PyTorch, Computer Vision, Keras, Python, TensorFlow, MLOps"
"ML Engineer 1382","TensorFlow, Cloud, MLOps, Python, Computer Vision"
"ML Engineer 1383","Computer Vision, Python, PyTorch, Keras, Cloud"
"ML Engineer 1384","TensorFlow, Computer Vision, MLOps, Keras, Cloud, PyTorch"
"Software Engineer 1410","System Design, Git, Spring Boot, Agile, REST APIs"
"ML Engineer 1385","MLOps, Computer Vision, Cloud, TensorFlow, Keras"
"Data Analyst 1006","SQL, Data Cleaning, Power BI, Excel, Tableau, Reporting"
"Software Engineer 1411","Git, REST APIs, Java, System Design, Agile, Docker, Spring Boot"
"ML Engineer 1386","Cloud, MLOps, PyTorch, Python, Computer Vision, TensorFlow, Keras"
"ML Engineer 1387","Cloud, PyTorch, Computer Vision, TensorFlow, Keras, Python, MLOps"
"Software Engineer 1412","Agile, Git, REST APIs, Spring Boot"
"Data Analyst 1007","Reporting, Tableau, Data Cleaning, Power BI, SQL"
"Data Scientist 1510","Statistics, SQL, Pandas, NLP, Deep Learning, Machine Learning, Python"
"ML Engineer 1388","TensorFlow, PyTorch, MLOps, Cloud, Computer Vision, Keras, Python"
"ML Engineer 1389","Python, PyTorch, MLOps, Computer Vision, Keras, TensorFlow"
"Data Scientist 1511","Machine Learning, Pandas, SQL, Deep Learning, NLP, Python"
"Data Analyst 1008","Reporting, Tableau, Data Cleaning, Power BI"
"Data Analyst 1009","Power BI, Excel, Reporting, Tableau, SQL"
"Software Engineer 1413","Docker, Spring Boot, Java, Agile, System Design"
"ML Engineer 1390","Keras, Computer Vision, PyTorch, Python, MLOps"
"Software Engineer 1414","Git, System Design, Spring Boot, Docker, Agile"
"ML Engineer 1391","Python, TensorFlow, PyTorch, Keras"
"Software Engineer 1415","Spring Boot, Docker, Agile, REST APIs, Git"
"ML Engineer 1392","MLOps, Keras, PyTorch, TensorFlow, Computer Vision, Python, Cloud"
"Software Engineer 1416","Git, Java, Docker, Agile, REST APIs, Spring Boot"
"Data Analyst 1010","Power BI, Data Cleaning, SQL, Tableau, Reporting"
"Software Engineer 1417","System Design, Docker, Agile, Spring Boot"
"Data Scientist 1512","Machine Learning, SQL, NLP, Pandas"
"Software Engineer 1418","REST APIs, Java, Agile, Docker, Git"
"Software Engineer 1419","System Design, Java, Spring Boot, REST APIs, Git"
"ML Engineer 1393","Computer Vision, Cloud, TensorFlow, MLOps, Keras, PyTorch, Python"
"Software Engineer 1420","REST APIs, System Design, Java, Git"
"Data Scientist 1513","Statistics, Machine Learning, SQL, Python"
"Software Engineer 1421","Docker, Git, System Design, Agile, REST APIs, Spring Boot, Java"
"ML Engineer 1394","Python, PyTorch, Cloud, TensorFlow, Keras"
"Software Engineer 1422","REST APIs, Git, Spring Boot, Docker, Java, Agile, System Design"
"ML Engineer 1395","Cloud, PyTorch, Keras, Python, MLOps, Computer Vision, TensorFlow"
"Data Analyst 1011","SQL, Data Cleaning, Excel, Reporting, Tableau, Power BI"
"ML Engineer 1396","Python, MLOps, Cloud, PyTorch, Keras, Computer Vision"
"Data Scientist 1514","Deep Learning, Pandas, Python, NLP, Statistics"
"ML Engineer 1397","Keras, TensorFlow, PyTorch, Python, Computer Vision, Cloud, MLOps"
"ML Engineer 1398","Python, Keras, TensorFlow, Cloud, MLOps, Computer Vision, PyTorch"
"Data Scientist 1515","Python, NLP, Machine Learning, SQL, Pandas"
"Data Analyst 1012","Reporting, SQL, Power BI, Tableau, Excel, Data Cleaning"
"ML Engineer 1399","PyTorch, Keras, TensorFlow, Python"
"ML Engineer 1400","TensorFlow, Keras, Python"
"ML Engineer 1401","Keras, Computer Vision, MLOps, PyTorch, Python"
"Software Engineer 1423","REST APIs, Docker, System Design, Spring Boot, Git, Java, Agile"
"ML Engineer 1402","MLOps, Keras, Cloud, Computer Vision, TensorFlow, Python"
"Data Scientist 1516","Python, NLP, Deep Learning, SQL, Pandas, Statistics"
"Data Scientist 1517","Statistics, Python, Deep Learning, NLP, Machine Learning, Pandas"
"Software Engineer 1424","Spring Boot, Git, Docker, REST APIs, System Design, Agile"
"Data Scientist 1518","Machine Learning, Python, Deep Learning, Pandas, NLP, SQL, Statistics"
"Software Engineer 1425","Spring Boot, Docker, Git, REST APIs, System Design"
"Data Analyst 1013","Power BI, Excel, Reporting, Data Cleaning, Tableau, SQL"
"Software Engineer 1426","Git, Docker, Spring Boot, System Design, REST APIs, Java"
"Data Scientist 1519","Statistics, Machine Learning, Pandas, Deep Learning, NLP, Python, SQL"
"Data Scientist 1520","Machine Learning, Statistics, NLP, Deep Learning, SQL, Pandas"
"Software Engineer 1427","Git, System Design, REST APIs, Docker, Java"
"ML Engineer 1403","Cloud, Keras, PyTorch, TensorFlow, MLOps"
"ML Engineer 1404","MLOps, PyTorch, Cloud, Python, Computer Vision, TensorFlow"
"Data Scientist 1521","Machine Learning, NLP, Statistics, Deep Learning, Python, SQL"
"Software Engineer 1428","Git, REST APIs, Agile, Spring Boot, System Design, Java, Docker"
"Software Engineer 1429","Java, Spring Boot, Agile, Docker, System Design, REST APIs, Git"
"Software Engineer 1430","Docker, REST APIs, System Design, Spring Boot, Git"
"ML Engineer 1405","Cloud, Python, Computer Vision, MLOps, Keras, PyTorch"
"Software Engineer 1431","Spring Boot, Docker, System Design"
"ML Engineer 1406","Computer Vision, Python, MLOps, Cloud, TensorFlow, PyTorch"
"Data Scientist 1522","SQL, Pandas, Machine Learning, Python"
"Software Engineer 1432","Docker, Agile, Java, Spring Boot, REST APIs, System Design"
"ML Engineer 1407","TensorFlow, Keras, Python, MLOps, PyTorch, Computer Vision"
"Data Scientist 1523","Python, SQL, Deep Learning, Statistics"
"ML Engineer 1408","PyTorch, MLOps, Computer Vision, TensorFlow, Keras, Python"
"Data Analyst 1014","Data Cleaning, Power BI, SQL, Tableau, Excel, Reporting"
"Data Scientist 1524","Python, SQL, NLP, Deep Learning, Machine Learning"
"Software Engineer 1433","System Design, Spring Boot, Docker, Git, Agile, Java"
"Data Scientist 1525","Statistics, NLP, Python, SQL, Pandas, Machine Learning"
"ML Engineer 1409","Computer Vision, TensorFlow, MLOps, PyTorch, Cloud"
"Software Engineer 1434","Git, Agile, Docker, System Design, Spring Boot"
"Data Analyst 1015","Power BI, SQL, Tableau, Reporting, Data Cleaning"
"Data Scientist 1526","Machine Learning, Python, Pandas, Deep Learning, NLP"
"ML Engineer 1410","PyTorch, Python, Cloud, MLOps, TensorFlow"
"Data Scientist 1527","Deep Learning, SQL, Python, Pandas, Statistics, Machine Learning, NLP"
"Software Engineer 1435","Java, Git, Docker, Agile, System Design, REST APIs, Spring Boot"
"Data Scientist 1528","SQL, Statistics, Deep Learning"
"Data Scientist 1529","Deep Learning, Python, Machine Learning, Statistics, Pandas"
"ML Engineer 1411","Python, PyTorch, Computer Vision, TensorFlow"
"Data Scientist 1530","Python, Statistics, Deep Learning, SQL, Pandas"
"ML Engineer 1412","Keras, PyTorch, Cloud, MLOps, Python, TensorFlow, Computer Vision"
"Data Scientist 1531","Deep Learning, Statistics, SQL, NLP, Python, Pandas"
"ML Engineer 1413","MLOps, Computer Vision, Cloud, Python, TensorFlow"
"Data Scientist 1532","NLP, Statistics, Pandas, Python, Deep Learning, SQL"
"Data Scientist 1533","SQL, Statistics, Python"
"Data Analyst 1016","Reporting, Data Cleaning, SQL, Tableau, Excel, Power BI"
"Data Scientist 1534","SQL, Statistics, NLP, Machine Learning, Pandas, Python"
"Software Engineer 1436","Java, System Design, Agile, REST APIs, Git, Docker, Spring Boot"
"Software Engineer 1437","Docker, Spring Boot, System Design, Git, Java, Agile, REST APIs"
"ML Engineer 1414","Cloud, PyTorch, Keras, MLOps"
"Data Scientist 1535","Deep Learning, Pandas, Python, NLP, Statistics, Machine Learning"
"Data Scientist 1536","Deep Learning, Machine Learning, SQL, NLP, Pandas, Statistics"
"Data Scientist 1537","SQL, Pandas, Deep Learning"
"Data Analyst 1017","Power BI, Tableau, SQL, Reporting, Excel"
"Software Engineer 1438","Docker, System Design, Java, REST APIs, Agile, Git"
"ML Engineer 1415","PyTorch, MLOps, Python, Keras"
"ML Engineer 1416","Python, Cloud, MLOps, TensorFlow"
"Data Scientist 1538","NLP, Machine Learning, SQL, Statistics"
"Data Scientist 1539","SQL, Machine Learning, Statistics, NLP, Deep Learning, Pandas, Python"
